Insult,Date,Comment
0,20120619183533Z,"""regan was ticked off also. that's plain 2 c. if munroe doesnt like being scolded like a child, he shouldnt act like 1. they have the right 2 ask\xa0questions. that's not the point. any reporter should be respectful & allow any president 2 finish his statement then ask questions. presidents not answering questions at the end is nothing new either. they have all done it. in the regan clip, as they are hollering out, u can clearly see regan is annoyed & he tells them he will not be answering questions. when the a hole bret brier interviewed Mr O, he could not answer a question because that idiot kept talking over him & interrupting him. that situation was worst. Mr O handled that pretty dam good. its about respect whether u like the man or not. bill clinton joins in the negative talk about Mr O but if u havent heard him u would never know when u c them together.\xa0\n\nhow about u watch the full clip of the incident. sam donaldson knows its wrong, bill o'reilly said so, & even hannity. Mr O did answer his question. tucker knows better & if immigrant munroe has a problem, go back from whence u came & free up a job 4 a real american!GROW UP! ACT LIKE ADULTS! STOP\xa0EMBARRASSING\xa0YOURSELF & YOUR COUNTRY!"""
0,20120502131128Z,"""Michelle, did you have a macro lens or is this just off something like a 18-55mm?"""
0,20120619183351Z,"""nikestorw be fuckin up man!"""
0,20120612024138Z,"""Point is BOTH are living-dead weight.\nAnd US CAN FIND more capable, younger leaders; because the young have more vision!"""
0,,"""afvet1991,\\n\\nI'm not gay, you sad little freak! Not everyone who support gay marriage are. We have empathy and compassion for others unlike you religious bigots who can't wait to judge others."""
0,20120530061214Z,"""So are you,\nnow go to bed boy"""
0,20120610042525Z,"""You are a theif are you????"""
0,20120528185411Z,"""I watched some David's video clips on YouTube. To my surprise, I found him here too. It's great that somebody decided to speak about Polish language as well. It clears some superstitions and stereotypes about my language. It turned out that it's not that bad :-)"""
0,20120609203332Z,"""How can you put creation in philosophy? It has no fucking logic! Creation doesnt belong in philosophy!"""
0,20120530034637Z,"""They're saying it could be an ACL tear"""
0,20120619223809Z,"""Bill Maher is a dumb faggot.\n\nshow more show less\nEdit\nReply\n06/17/2012 07:31 PM\nin reply to responding to troll\n198 Likes\n \n\n\nRead more: http://dailycaller.com/2012/06/16/bill-maher-finds-six-black-men-to-deem-matt-drudge-racist-video/#ixzz1yHVYeuH8"""
1,20120609185125Z,"""You seem racist you dumb ho. Why not start crying about slavery, even though \xa0you were never there. I'm Irish my ancestors were slaves too. Do you hear Irish-whitey crying for a handout? I am not afraid of black people. In fact i never met a nigg*r that I couldn't beat up. And stop being afraid of whitey's sexu*l prowess, you black girls love white men and you know it. Maybe because we raise our own children, something nigg*s been dodging since the day he was born. Or maybe you are afraid of our intelligence and education. Afraid of black people..LOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLO. Anyway back to the slavery issue. We bought you and your nig*ets from other black peeps. Which means that you were sold to us by black people. So get mad at them, not us. They sold out they own race, bit*h. Now bl*w me you stupid, nig*a, ho, since that's all your mouth is good for. \xa0 b"""
0,20120612145557Z,"""""What happened to all the talk about that industry hurting because Obama wouldn't let them drill all over the place.""\n\nThat, is what you call a straw man arguement. \xa0No one is saying the ""industry is hurting"", because it's not.\n\nWhat people are saying is that it's moronic to send almost a billion dollars a day to countries that hate us when we could be developing our own natural\xa0resources."""
0,20120528225605Z,"""I wouldn't sleep on the D-Backs either. Hudson's return should really help that rotation out.."""
0,20120619035640Z,"""When he pulled out, it looked like only 2/3 of his dick was wet...dayum! No wonder she was moaning!"""
0,20120611234113Z,"""Aside from calling the police you should contact the BDN and tell them what you saw so they fix this false article."""
0,20120619173940Z,"""A pic from Queen NIcki concert last night.\xa0\nhttp://twitpic.com/9xz941\xa0Now you tell me..who the fuck is winning!"""
1,20120620094341Z,"""No idiot, tell it to the surpreme court and you're not even funny.....morning asshole go back to bed."""
0,20120620144204Z,"""Sure, the people who actually diagnose and treat disease are the problem, not the hordes of parasites around them."""
0,20120612130231Z,"""I think you'll find its her money now."""
0,20120609193325Z,"""I have 2 absolutely great reasons NOT to vote Obama.\n\nMy children............... He cannot be allowed to destroy their futures."""
0,20120612141548Z,"""Otra historia estaria contanto\xa0 el\xa0 senador Escalona si\xa0 en 1990\xa0 el\xa0 Binominal\xa0 no\xa0 ubiese estado\xa0 y la UDI y RN con un 32% de los votos de la epoca obtuviera 50% de los esca\xf1os de diputados y en\xa0 el\xa0 senado\xa0 no\xa0 Ubiesen\xa0estado\xa0 los 11 senadores designados.\nQuienes han\xa0 protgido\xa0 entonces la mal\xa0 llamada obra de la inequidad en\xa0 Chile entonces \xbf??\xbf?\xbf?\xbf .. los mismo\xa0 que hoy nos gobiernas , pues los cuorum\xa0 para cambiar leyes economicas y debito\xa0 fiscal\xa0 tenian\xa0 que pasar por cierto\xa0 por RN y La UDI.... \nQue mala memoria de los que bomitan\xa0 odio y balas en este foro"""
0,20120528180952Z,"""more spin from the Tea party bleachers!"""
1,20120619002830Z,"""You're a freaking idiot! there isn't a word in the dictionary to\xa0describe\xa0you, you're just beyond a dumbass it's not even\xa0funny\xa0anymore!"""
0,20120612023055Z,"""Citizens United didn't have squat to do with the WI recall. \xa0\n\nhttp://campaign2012.washingtonexaminer.com/blogs/beltway-confidential/citizens-united-real-impact-wi-recall-zero/583241"""
0,,"""Woot, I detect the usual liberal vibe of race injected into your post.Let me make it easy on you, without knowing your skin color being it doesn't matter a wit to me.\\n\\nBlow it out your ass.\\nWas that straight enough to the point for you sir?"""
0,,"""Jay-- My condolences to you and your family. It's a terrible way to get a wake-up call, but I'm glad you've found a way to channel this terrible loss into something positive for you and yours. Enjoy life in the (slightly) slower lane.  """
0,20120612005442Z,"""Database systems are what I do for a living...."""
0,20120529025036Z,"""Thats all rondo can do.. Hold on to his man"""
0,20120620181518Z,"""who the fuks knows wats going on in space when we dont know wats going on in area 51"""
0,,"""The ""wedge Issue"" isn\\'t whether women use birth control. \\xc2\\xa0The issue is Obama\\'s continued and frequent and deliberate abuse of the Constitution. \\xc2\\xa0It is one more example of his utter willingness to destroy the principles in our founding document so that he can dictate to the populace as he sees fit. \\xc2\\xa0He has shown all too often that he cares not for the First Amendment, especially if anyone uses it to speak against his policies - they are attacked, branded racist, labeled as unintelligent. \\xc2\\xa0He does not respect the Second Amendment (one of the best protections against both criminals and overweening government power). \\xc2\\xa0He cares not for the 10th Amendment, because he excoriates the states for exercising powers delegated to them by the Constitution - that of Arizona to protect its own borders and its budget; that of Texas to draw its electoral districts; the right of states to control their own budgets on a wide range of issues. \\xc2\\xa0He does not respect the 14th Amendment if it means enforcing statutes against blacks who violate them, such as the infamous Chicago voting rights case; or the directive by his Dept. of Education to colleges and universities to reduce the legal standards of proof for finding of rape and sexual assault when brought against a male, so that a man\\'s career can be ruined on sayso even when a police investigation shows the accuser to be lying; or his Dept. of Just-Us ""Guidance Memorandum"" that allows colleges and universities to (wink, wink) substitute the term ""critical mass"" for ""quotas"" and throw clear law into the trashcan while pursuing racial preferences. \\xc2\\xa0He does not believe in the right to contract guaranteed by Article I of the Constitution - note his ""giving"" labor unions position ahead of stockholders and bondholders in the grants to Chrysler and GM. \\xc2\\xa0Note his efforts to curtail what companies pay their executives - a matter for stockholders who own those companies, not the government.\\n\\nAnother issue is his apparent belief that the public is incredibly stupid. \\xc2\\xa0His ""compromise"" on the birth control requirement for Catholic institutions simply means that the overall rates for health insurance will be raised for those institutions to pay for both the administrative costs of ""outreach"" as well as for the birth control devices - including abortifacients such as the ""morning after"" pill. \\xc2\\xa0Nothing is free, but one would never know it by looking at his ""budgets."""""
1,20120620035012Z,"""Wow way to tell us how rich you are...stupid yuppie."""
0,20120514050616Z,"""you do realize you just called your mom a whore... real smart"""
0,20120620054536Z,"""look like you had a great weekend :)\n\n- lauren"""
0,20120611184651Z,"""And there's not a single decent white person who'd come within a mile of you.\xa0 Ironic, isn't it?"""
0,20120528001052Z,"""@YinzerinCT\xa0\xa0@akus\xa0\xa0@SusieMo\xa0I'm fairly certain this blog has the most Dany Heatley references per capita than the rest of the internet combined.\n\xa0\nand we're not even a Wild blog"""
0,20120619191032Z,"""Like our first ever credit rating downgrade."""
0,20120620001947Z,"""Do you really think your\xa0continuous\xa0rantings that someone might just believe you here? .... You do understand everyone gets a good chuckle when you post....xxoo Canada"""
0,20120611230924Z,"""Sandie Sandy\nOf course with someone who would post the eurocentric nonsense about ""bore children out of wedlock"", it makes sense that you would relish the GOSSIP about the private affairs of individuals who seemed quite comfortable with their mating arrangements.\n\nTell us, gossip sandy, has the former husband been complaining to you and promise you his organ if you share his loss?\nThe deceased wife of Magnanimous Mugabe complained?\n\nWe have never heard anything from these people about their PRIVATE LIVES.  You ever thought that the ALL had a pact?\nComrades sharing their female(s).\nWives not minding husbanding having a 'small house'?\nThese are ALL fine traditional practices.\n\nThose who are gossipy and sex-obsessed are going to have a hard time with the more conservative and wise African practices, which have sustained coherent African societies for thousands of generations.\n\nGo do the gossip in Europe; they are much into minding other people's business.\nDignified African females are to busy to waste time with such gossipy garbage"""
0,20120528021118Z,"""Mine came from\xa0Chihuahua, allegedly."""
0,20120619173052Z,"""If you mean UK is your God, then you\xa0are right."""
0,,"""I think you are confusing the way things are with the ways things should be. Operations is everyone's responsibility, but it should not be that way. See http://blog.appfog.com/what-is-noops-anyhow/ for more detail.\\n\\n \\n\\nAlso, I did not coin the term NoOps, it was coined by Forrester in April 2011 (http://www.forrester.com/rb/Research/augment_devops_with_noops/q/id/59203/t/2).\\n\\n \\n\\n """
1,20120619164344Z,"""You're starting to\xa0sound like a Nazi."""
0,20120529130717Z,"""How A CSM Works. \n   After a hand is over the cards just used are placed back into the shuffler to be mixed with the other cards in the shoe. Shuffle Master\u2019s King uses an elevator system to randomize the cards. As the elevator is moved up and down, cards are randomly inserted into one of the 19 shelves in the elevator. The shuffler randomly selects a shelf of cards to deliver into the shoe. Because of the non-linear process, every discard re-inserted following a hand has a chance of appearing in the next round.   Although Shuffle Master says The King differs from their competitors continuous shufflers because the others use a linear design most CSMs so the same thing. They put the discards back into play and does away with the dealers having to stop to physically shuffle the cards at the end of a shoe. \nThe House Edge    The continuous shufflers have no benefits for the player and has been dubbed the ""uncomfortable shoes"". It eliminates card counting for the skilled player and will also have a major disadvantage for the basic strategy player. It speeds up the game! \nWhen the CSM was first introduced many players felt it would probably increase the house edge. As it turns out this is not entirely true. Michael Shackleford, The Wizard of Odds did a mathematical analysis of the Continuous Shuffling Machines and found that there was a very slight reduction in the house edge. \nIn a four deck game the edge is 0.034 percent and in an eight deck game is tis0.014 percent. Before you get excited about a slight reduction in the house edge you have to realize that when the casino uses a CSM the speed of the games is increased by about 20 percent. The basic strategy player stands to lose more in the long run because they are exposing more money to the house edge. \nAs a player I feel it\u2019s a treat to visit a casino that offers double and single deck games. I would hate to see these games eliminated altogether. Even a multi deck shoe game is preferable to the Continuous Shuffling Machines. The best way you can let the casinos know this is by refusing to play Blackjack at the casinos that use a CSM for their Blackjack games"""
